id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
203599,203599,637,94722,13922,5859,35026,278,48552,10478,2035,651,32152,49911,1375,31916,112791,29082,4643,15844,797,61313,2092,60694,12301,5709,2224,8146,1428,1655,22073
1981,1981,79611,68507,83104,39218,156688,132636,61175,35790,3251,3184,1848,4482,1639,11092,73544,42692,95557,60557,83122,112202,2625,37803,65251,118610,198182,97645,3437,233436,4643
873,873,1007,484,2813,13925,3716,116500,21773,23587,97405,11574,70440,30704,90027,1447,79468,549,234250,20342,74561,1431,50076,4860,82501,46316,13266,210107,19390,2048,156993
1620,1620,1431,122194,61811,38967,9769,132156,2627,155772,1908,82092,988,10463,1405,32755,78533,90999,50864,10641,3068,90621,158876,37971,92045,214180,228096,46923,64439,58841,18596
79481,79481,81500,231306,45502,115773,124235,194583,62417,69453,114477,127714,69237,116551,209265,47450,61423,42676,96942,35152,3035,67117,105961,222576,87007,42692,2159,9929,2082,236505,61445
4614,4614,43657,2774,2119,93874,67178,21773,739,95480,61387,128095,66871,116500,115004,86136,1516,600,2999,734,61335,210078,120911,83275,1431,13813,75820,221122,31205,4376,65949
5920,5920,40971,81822,1891,1486,2919,4860,32895,60726,210107,484,37971,79588,15563,114503,6127,36,99509,60708,46732,4601,123192,4170,93749,62933,799,29458,11726,104160,34674
18165,18165,19389,82007,125940,99772,43152,111616,93842,2426,99935,62919,48860,81747,83200,2327,64570,16830,61440,4619,112624,235228,68002,74323,96658,4500,217755,14100,32022,81559,9929
2288,2288,97609,68115,82658,80623,219347,3531,32166,10620,65854,81337,121710,82585,211020,83031,117465,72039,62475,1047,93168,61634,2440,62681,51488,32519,18848,10083,37565,83478,208336
60574,60574,99123,62783,67335,93870,5080,206688,213326,17438,55089,95480,155421,135204,136368,3471,4939,5920,214079,33234,202237,75797,41889,2225,80752,57092,6204,79352,157972,83251,234740
120089,120089,4599,118821,45859,75439,98545,43424,86936,82063,210704,64199,3319,110562,131026,119495,62244,36983,321,221300,66515,82946,87024,99494,122626,41703,203805,210676,219600,223489,67166
79744,79744,201992,113256,70384,60622,81983,87954,62829,37264,111312,21762,67063,111485,153657,122530,115004,119645,237182,65228,70613,66558,349,76582,87731,40008,226340,61679,75439,988,34001
1413,1413,113036,62046,83127,238234,79084,75219,3470,126822,7143,1417,61967,86686,136248,210232,113988,72328,21567,43358,6204,81665,16171,4531,75006,7237,44987,93693,1918,5835,2085
62286,62286,136248,129035,44314,4660,41211,71809,509,11479,121078,71694,10463,103944,10020,75006,2332,97860,42021,47054,707,5150,5375,22894,3475,31654,213573,76747,80186,158139,45194
1402,1402,235885,206586,211051,90972,86550,94305,83478,103768,101172,5986,194583,4351,98805,92684,129897,72737,184,1855,100077,114503,207374,93149,120142,60802,128839,85940,69088,214592,39336
34307,34307,19566,98494,24,7208,212800,73467,62404,88071,60956,9156,12089,3346,211240,2294,64356,68002,5986,13905,68000,62017,13884,40521,93260,4043,12334,62626,95532,4060,45213
44217,44217,68126,33958,35257,91520,28511,7389,52883,43062,4613,814,93804,16997,69090,7343,94167,136733,93870,61132,138971,61148,83015,3163,11095,42154,72699,218290,13813,2567,5027
93405,93405,81940,110316,61302,90266,85942,132171,4335,83631,84969,94947,107703,204082,138183,2637,2265,122530,31586,11366,6618,71766,55089,4551,8864,67249,85862,17174,56090,69886,136368
2004,2004,233587,16183,31628,1422,4239,1274,48318,70649,75006,133439,64043,221300,213241,231677,94607,21327,80169,7235,1480,96648,84647,76567,128118,203164,85220,40044,62543,36771,124643
1396,1396,60059,77994,61009,217180,61676,116983,32715,95044,13669,31205,201076,61381,129495,45815,69740,4656,116725,32406,211782,2508,120241,70384,110356,39435,93716,13648,85552,215198,63175
67824,67824,16484,6833,30243,66627,79268,112791,4593,28887,77285,10493,905,875,136450,4461,14092,1900,61313,12409,39429,6744,203599,39611,32415,94722,40302,93816,156197,5859,18162
32415,32415,4573,17535,4467,62223,1489,29082,498,19239,60694,1900,14981,9890,12964,195923,10493,84970,2092,61313,66488,42265,26552,231,209415,5709,65270,2518,637,20477,114863
89844,89844,38464,35527,77728,14743,90505,80925,226658,34660,68157,30704,120168,90265,34141,60637,94209,46878,74831,100010,153697,2527,114705,71446,117023,232510,94167,13093,1426,21618,81358
90462,90462,99335,32755,67752,31917,32730,3850,202250,82001,89095,4620,32868,70384,67043,61986,33001,107723,85232,12971,65784,31757,82883,129418,3229,64589,42828,75214,63639,127235,74089
205715,205715,76479,39501,207743,1622,3097,116249,197373,66786,211709,231681,4591,80986,61775,1410,87313,3291,68467,80186,58761,4574,65766,67487,158258,67378,196251,134949,60871,157285,87302
615,615,34035,76796,73021,137040,10797,91433,31709,70391,192,81026,314,40424,2443,4508,71026,78434,106251,60741,456,107116,125000,122369,46879,31679,47008,196214,39659,53787,51019
1100,1100,10297,72027,66990,43951,1720,72340,85958,71577,124235,111743,4620,4382,61520,71806,7897,13941,79061,2413,46759,46698,1432,61350,5352,65367,138987,120814,638,62119,77532
1606,1606,36,41211,88052,2243,112202,51370,10365,4274,76205,93484,138948,11982,86752,433,54671,211747,19849,60864,68358,64840,210702,16660,69500,218008,4860,123670,234717,62234,21220
66732,66732,86686,93653,40302,210107,46511,84647,114547,349,124364,1427,75191,94924,70523,62496,103849,89572,66330,112314,46331,208834,100022,111485,128384,68507,98201,10382,227975,65942,125474
76479,76479,205715,14651,3097,67487,1410,39501,1622,72339,75006,94235,83451,33217,66786,141,72328,96870,110531,157285,590,39659,224373,79788,4552,79649,92885,93484,213241,109,91242
1431,1431,122194,1620,61811,9769,4860,15226,123192,116500,120241,62933,118085,30983,46923,484,4057,79070,101146,72735,88367,233629,799,214160,4177,2343,60726,40395,41956,2750,652
65334,65334,72237,11726,46879,37363,9543,3854,65417,31654,210181,87247,146176,95071,2567,70437,82199,87491,82596,91348,57736,83412,66149,80559,4269,34109,64165,45859,34114,82747,93742
71728,71728,2702,1418,3461,81290,2691,43323,71308,221486,2344,63927,12444,90999,92461,496,86850,1404,49011,3394,33827,35339,3607,212203,219,1530,120395,4576,3508,64711,15025
58141,58141,51025,33982,4606,19521,208960,49297,31342,13700,69020,152386,64203,116990,100128,2472,32718,39148,38206,22021,10160,96954,19986,14511,71761,132559,19253,127841,13339,91914,1887
2691,2691,2702,3461,81290,71728,71771,2254,59960,209648,71308,10625,1418,221486,2344,82072,2566,119464,1404,92461,3504,2291,3394,1466,49011,31017,4178,237997,85519,68293,86546
1855,1855,580,314,1475,106393,1992,2985,67198,655,2840,8968,235885,1402,43020,26383,85948,3195,4621,222288,60877,37264,38559,203555,5148,253,18520,105971,82856,42035,78183
1220,1220,14589,4419,31017,1813,60694,59960,67378,5707,64614,73920,1900,73451,999,104160,99706,88191,26663,66619,74851,797,218475,42021,5111,12301,40008,82670,399,48552,1467
103960,103960,877,84910,208960,2632,61781,85792,29082,6836,30810,60694,2912,68598,2470,129570,999,13905,64539,1220,218475,93449,98031,96815,73920,205050,120573,56590,1900,82670,11370
105,105,231260,13805,116450,2084,4454,203906,2025,20790,81356,138089,71733,226761,214080,158154,7463,85552,2719,5269,98971,68898,4349,1798,130385,82596,233045,62223,89905,81180,32415
1930,1930,2025,43982,20133,5917,82428,80307,32390,72027,3346,67877,76954,79240,13989,76177,6647,129897,62689,44242,58981,1403,46698,32632,70384,153723,1849,16135,89861,112581,85974
790,790,81049,66627,30983,4513,9543,1570,70802,35489,70440,64581,3163,65367,11574,74630,12788,207743,32608,129600,90266,74728,214582,224387,8676,82108,13266,93742,82501,11100,75775
44953,44953,218082,68734,135193,57406,7458,71738,95439,63351,36105,88236,501,85368,71365,128252,94154,26383,71411,1908,21734,132171,90812,43348,1972,123377,4879,20918,97970,65711,65711
1400,1400,59717,4546,12208,676,29458,1850,91174,1668,7842,101449,66560,1085,36846,431,18202,66922,4274,4040,68898,14705,4251,1088,88728,13796,138089,2625,39916,40314,10042
95057,95057,4515,125928,4604,4303,98494,137430,234489,64228,78173,63164,231858,90260,75814,83981,63350,111312,13881,6212,48860,180,222094,46974,1300,12450,61259,32729,2560,43121,75450
77240,77240,25707,66875,24106,87166,46153,101881,67628,34573,53296,78484,153516,80559,52873,35790,65249,126437,120013,36062,57775,36408,108478,12784,156101,66979,80537,76063,90534,209609,67627
4604,4604,64122,119051,47450,71340,4515,95057,46974,125928,4303,33623,46994,2751,51704,12450,5273,21728,4821,12662,77437,68267,62688,88640,96659,61259,4532,66987,137391,11479,71383
2316,2316,34014,2996,2693,79410,60655,120462,4340,85922,197084,32573,111803,8592,53300,220538,6974,211280,61733,436,40758,115004,86248,55925,3500,2122,10457,33858,32694,69291,71116
2190,2190,44169,1996,4324,233587,98198,996,900,5608,18347,118958,202101,1950,214547,33001,70672,4239,3796,236221,6782,380,73467,2468,65332,61565,4429,128384,785,60956,47089
65494,65494,86857,3673,67175,66256,11838,129570,71748,83015,537,62919,42154,751,201330,129478,40204,196454,21771,207197,231963,91724,75797,72796,61132,238406,87050,70215,661,78589,19077
30901,30901,8853,22021,52910,31783,219880,223538,5092,34812,69020,15008,104201,119716,46671,35335,62128,1508,85518,4429,203326,2118,68157,20214,124561,89557,76922,10957,1711,56590,95457
1877,1877,67549,129473,31654,1717,85937,135204,131033,12387,68295,204684,3188,42557,66084,156606,21494,4346,105476,105,135864,74035,194766,124396,195081,54552,63623,67111,45502,78533,97084
32692,32692,4040,396,39276,93260,60726,11245,39176,100383,38472,988,3572,59022,61700,10042,71769,58841,3690,32755,60708,10944,111485,4464,4660,58347,127,93874,156934,78670,126484
6809,6809,43348,5111,14743,164,6798,1032,29917,4811,1709,4461,13813,203599,2850,4225,3103,3126,32161,875,8125,1647,231,351,1020,5709,10106,4743,919,30243,14321
2527,2527,108255,46878,40879,966,237936,2585,68157,96954,198189,72124,58141,77285,13286,72312,4500,4250,222625,111551,4606,19521,10797,750,132559,96658,77085,43168,65495,92371,82653
209915,209915,122182,72487,64197,95834,87007,5325,95044,86857,99887,227144,120199,117685,129231,79808,130330,70936,137870,106116,62553,233753,86605,95341,103741,63039,65227,21618,133060,224479,223244
966,966,1526,3365,40879,50076,14509,2527,4349,20918,66437,100060,5080,5243,291,4504,13945,4275,17892,12719,10214,88850,12415,33056,14424,3091,4151,206559,6213,46878,65335
1412,1412,62643,62688,45579,236670,62127,60735,97872,2022,1411,72755,1365,2593,41997,78191,70496,75450,1259,1950,2098,215333,58057,202308,21771,1481,87457,214160,32729,118085,106761
1409,1409,88043,93544,38003,67534,237458,73467,80925,78796,113325,39702,41889,509,88236,238162,76231,34045,128015,97951,68695,63418,988,74577,7458,5690,31586,52891,1274,85843,4586
95,95,2426,1403,31654,1437,222785,80828,14956,68696,34660,37183,135238,107001,82591,4330,34141,3097,66053,60743,68814,213331,213402,117884,211747,12599,38464,61889,198182,99772,85937
4601,4601,39483,80748,58818,32632,1337,2734,3357,758,95825,4040,79407,58841,549,121658,204654,2420,209648,11863,9890,67993,72597,5920,4860,70391,13335,14171,37971,46441,64481
1415,1415,799,1615,98187,63915,19885,82658,64368,123192,21296,3394,13210,64673,1895,72615,47600,13115,120317,38472,3719,83851,110356,60605,31205,219651,996,157282,93749,1405,118085
44006,44006,4344,121658,12512,234729,71391,75219,36301,76773,485,4635,115479,512,197373,133086,60791,111837,214080,116135,10222,133670,66647,21592,90282,88166,216445,18150,72705,2774,89393
155292,155292,93693,12665,78434,12208,75066,63145,31654,93657,50076,65305,220337,72328,67466,37305,217404,87739,139434,82846,15130,3097,90720,504,205319,4552,54477,31714,5279,87302,65942
1695,1695,74402,79407,37971,40395,13335,41956,60129,988,74831,2222,62505,4860,66584,116500,62933,71815,4464,67133,799,80308,204654,100548,11863,51976,10641,42786,98830,32755,1527
75219,75219,36301,113036,83127,62046,32755,79084,1417,1413,76773,6204,64092,219802,71790,3750,512,210232,89393,59022,3828,44006,129552,988,94280,2036,87050,509,74826,3151,4884
211684,211684,43951,97400,37854,82737,76880,13821,61173,63463,4170,122204,13675,5885,201019,71577,86588,2211,553,90802,16847,8042,47450,4552,164,78183,88041,218843,123528,82856,93740
57532,57532,71771,12784,4860,64434,10938,74495,74280,45213,71986,68293,103270,71026,2291,203505,2198,11920,63893,92885,4858,4951,119464,90808,61520,74728,34105,68665,107003,72089,11127
1655,1655,60694,651,67584,10478,637,48552,33847,2667,2092,2224,3508,12301,10728,94722,61313,15621,209415,224,138147,6507,3719,226197,38003,46056,42265,5675,13189,203599,99706
693,693,154820,69480,80283,125816,87731,57754,54511,2153,494,87428,10371,40500,124834,46759,128113,35971,44242,7097,7235,136738,78589,1763,46154,196214,2962,65305,75439,4643,125350
1405,1405,69714,2343,70168,70485,13266,61700,61231,1620,70390,117378,30892,4297,114705,3476,383,100548,2287,38967,86735,31205,129475,205082,201304,80477,71971,67744,49010,91875,1415
85552,85552,82424,111499,235300,13805,203906,71437,40632,89049,231260,66556,61775,1149,13285,65876,105,4345,70882,91269,53721,21631,81180,72517,203741,234729,70767,155513,158258,77826,81356
897,897,3354,4246,73944,67915,135238,214547,136369,207743,2566,95202,233587,2352,30984,61119,4316,85937,158339,46056,75944,87166,74712,208960,73541,19889,6646,5317,99083,94607,76345
1447,1447,32755,1475,1414,234921,111485,2297,72710,71790,129552,70440,71971,202308,4464,59022,84231,4660,81822,988,1527,93874,38148,37971,9855,93286,84000,4170,68518,66390,72734
4629,4629,72925,2580,90670,2290,5148,6298,63647,60789,77396,60806,31606,19780,70787,2048,2560,35464,57243,61527,67683,205214,12971,20364,3882,158258,34967,17463,314,127235,111837
141,141,195241,566,212800,126118,14009,4951,76479,236215,14653,12751,67697,961,24123,17836,90260,2407,217807,6670,92885,32895,100052,4788,61239,157345,115626,1554,86848,5299,110531
918,918,28379,66585,18856,20464,94796,2167,11095,93870,7389,1516,2294,21731,218477,111462,93804,69090,61517,95386,61148,83015,39881,3163,42154,40050,209609,17035,79085,33189,5325
1421,1421,4576,36771,10371,2617,46404,3763,1528,158293,153282,71733,1554,102540,29310,213337,1292,62496,65291,33852,21327,59659,62645,2933,14814,19885,67592,87954,76567,89611,68057
213895,213895,19871,76773,20407,100975,216228,87108,321,86799,94537,203502,137430,429,46518,911,139099,18156,95396,198102,234489,72690,138992,2321,18653,9045,5829,71,63809,5200,21618
314,314,1855,13674,1992,253,2289,103516,37546,2443,106393,60905,72677,5660,37264,4621,1441,67198,71738,25797,75006,19092,60741,14755,44919,31714,21734,62099,235885,88329,31679
71912,71912,106541,40605,4615,156688,211093,36046,12599,16062,99618,129418,114868,60901,43249,4571,15130,91584,107119,93657,12577,3251,45952,47096,4552,29904,60877,33217,121750,117024,78481
30984,30984,211747,41211,210702,214078,34391,118017,136735,897,45615,931,34141,69500,65503,78081,137045,82452,3097,37305,43231,10190,73944,62211,82895,2022,3354,194704,67915,64710,51370
15260,15260,60877,94810,34891,96713,213883,45125,61499,209604,4340,84869,35871,117024,123670,228456,67015,107001,131378,96203,37863,153297,99070,62417,45502,14578,104699,1567,122204,82452,102088
31132,31132,84503,203489,85680,65177,93811,204241,100833,234740,64437,80281,67346,125712,40050,69285,4292,911,63038,64796,46759,64229,110642,92885,212053,79243,210922,3501,93768,109,133197
90,90,86845,207228,10150,207796,7011,56590,49289,903,13796,232139,70964,61852,13905,5027,9311,112463,16361,188,79212,65824,70886,82452,21676,99308,30243,129035,89604,39259,1153
502,502,4459,10870,30778,34481,1554,1584,4403,670,1593,63990,4887,64198,61019,2051,7744,32037,76747,82282,94951,62815,1812,68134,2167,5263,3934,3768,91433,34921,66774
291,291,12217,1871,63201,966,94940,4250,40879,42417,4504,3091,14509,25778,67230,75191,3295,13945,20918,11890,5080,2685,49546,5243,2595,68394,875,66437,3229,14750,16135
94997,94997,6094,112613,77284,19836,89614,553,117024,204654,38852,136733,3097,4340,110911,84105,62127,208925,63453,44987,137,100033,62858,86094,236809,2673,45615,85609,7225,128118,78796
2224,2224,651,48552,637,60694,3508,209415,2092,12301,10478,46056,94722,61313,2023,5467,797,226197,42265,1905,67584,10728,77076,1655,2667,38003,33847,83519,22073,99706,4026
12513,12513,34481,66550,41814,91914,237838,19457,1790,152386,208960,51025,66046,39614,5092,82108,6390,30801,39845,33982,32390,158900,46299,122692,39148,110195,11370,5177,221418,91678,12642
203164,203164,68814,124426,38849,134675,46542,135238,126698,211746,12539,68398,79434,70452,112888,75820,146102,96102,66330,114971,61192,76715,5279,31120,62411,42384,214997,131305,62763,86546,108285
