name,overview,id,poster_path,rating,vote_count,adult,director,producer,creator,actors,year_released,genres,keywords,tags,Unnamed: 15,Unnamed: 16
On Air with Ryan Seacrest,"On Air with Ryan Seacrest is an American syndicated television talk show, which ran from January 12, 2004 through September 17, 2004. It was distributed in the United States and Canada by Twentieth Television.",10493,https://image.tmdb.org/t/p/w500/c2ioh1Bgk8l2GJSOUvq0OEi03pT.jpg,9.7,41,False,[],[],['Ryan Seacrest'],[],2004,Talk News,"['Air', 'Ryan', 'Seacrest', 'American', 'syndicated', 'television', 'talk', 'ran', 'January', 'September', 'distributed', 'United', 'States', 'Canada', 'Twentieth', 'Television']",Talk News  Air Ryan Seacrest American syndicated television talk ran January September distributed United States Canada Twentieth Television 9.7  Ryan Seacrest  ,,
Tæt på sandheden med Jonatan Spang,Last chance to laugh at the past week before the next one hits you. Comedy show where the week's news and current trends are given the loving but firm treatment by Jonatan Spang.,99706,https://image.tmdb.org/t/p/w500/lsBlOyCuvCmIWxmIp2lnp3VhJgI.jpg,9.5,2,False,[],[],['Jonatan Spang'],[],2017,News Comedy,"['chance', 'laugh', 'past', 'week', 'hits', 'Comedy', 'week', 'news', 'current', 'trends', 'given', 'loving', 'firm', 'treatment', 'Jonatan', 'Spang']",News Comedy  chance laugh past week hits Comedy week news current trends given loving firm treatment Jonatan Spang 9.5  Jonatan Spang  ,,
On Cinema,Tim Heidecker reviews the latest movies in theaters with a special guest.,76345,https://image.tmdb.org/t/p/w500/li5qk9Hdm2Yrw1ApXpT5UNAUxAY.jpg,9.071,15,False,[],[],"['Tim Heidecker', 'Gregg Turkington']",[],2012,Comedy Talk Reality News,"['Tim', 'Heidecker', 'reviews', 'latest', 'movies', 'theaters', 'special', 'guest']",Comedy Talk Reality News  Tim Heidecker reviews latest movies theaters special guest 9.071  Tim Heidecker Gregg Turkington  ,,
Washington Week with The Atlantic,"Journalists participate in a round-table discussion of news events in this award-winning public affairs series. It first aired in 1967, making it the longest-running prime-time news and public affairs program on television.",10478,https://image.tmdb.org/t/p/w500/9Ntlq9HK2zpCAhcuZQJ59mblFvt.jpg,9.0,1,False,[],[],[],[],1967,News,"['Journalists', 'participate', 'round', 'table', 'discussion', 'news', 'events', 'award', 'winning', 'public', 'affairs', 'series', 'aired', 'making', 'longest', 'running', 'prime', 'time', 'news', 'public', 'affairs', 'program', 'television']",News  Journalists participate round table discussion news events award winning public affairs series aired making longest running prime time news public affairs program television 9.0    ,,
Face the Nation with Margaret Brennan,"Face the Nation with Bob Schieffer is an American Sunday morning political interview show, which premiered on the CBS television network. It is one of the longest-running news programs in the history of television, having debuted in 1954.",2667,https://image.tmdb.org/t/p/w500/lTOz6w6SlHIHLKUnUmxjLSuhoaC.jpg,8.0,1,False,[],[],['Frank Stanton'],[],1954,News,"['Face', 'Nation', 'Bob', 'Schieffer', 'American', 'Sunday', 'morning', 'political', 'interview', 'premiered', 'CBS', 'television', 'network', 'longest', 'running', 'news', 'programs', 'history', 'television', 'having', 'debuted']",News  Face Nation Bob Schieffer American Sunday morning political interview premiered CBS television network longest running news programs history television having debuted 8.0  Frank Stanton  ,,
America's Most Wanted,"America's Most Wanted is an American television program produced by 20th Television, and was the longest-running program of any kind in the history of the Fox Television Network until it was announced on May 16, 2011 that the series was canceled after twenty-three years, with the final episode airing on June 18, 2011. The following September, America's Most Wanted's host, John Walsh, announced that the program would resume on the cable network Lifetime later that year.

Presented by Walsh, the show's purpose is to profile and assist law enforcement in the apprehension of fugitives wanted for numerous crimes, including murder, rape, kidnapping, child molestation, white-collar crime, organized crime, armed robbery, gang violence, and terrorism, and also many of whom are currently on the FBI Ten Most Wanted Fugitives list. On May 2, 2008, the program's website announced its 1,000th capture; as of March 30, 2013, 1,202 people have been captured because of AMW. Many of the series' cases have some connection outside the United States or have not taken place in the United States at all. The series' first international capture was in Nova Scotia in 1989.

The show's nature does not allow repeats, except for updates on convicted criminals, and is preempted a maximum of eight times during the year; however, if a fugitive featured on the show is not captured, their profile may be aired again. However, since moving to Lifetime, the show aired several repeats with updates if the fugitive/missing person was captured/recovered.",1802,https://image.tmdb.org/t/p/w500/7ICJgQPSkf7ppVBD15teVuEL9iD.jpg,8.0,16,False,[],[],[],[],1988,News,"['America', 'Wanted', 'American', 'television', 'program', 'produced', 'Television', 'longest', 'running', 'program', 'kind', 'history', 'Fox', 'Television', 'Network', 'announced', 'series', 'canceled', 'years', 'final', 'episode', 'airing', 'June', 'following', 'September', 'America', 'Wanted', 'host', 'John', 'Walsh', 'announced', 'program', 'resume', 'cable', 'network', 'Lifetime', 'later', 'year', 'Presented', 'Walsh', 'purpose', 'profile', 'assist', 'law', 'enforcement', 'apprehension', 'fugitives', 'wanted', 'numerous', 'crimes', 'including', 'murder', 'rape', 'kidnapping', 'child', 'molestation', 'white', 'collar', 'crime', 'organized', 'crime', 'armed', 'robbery', 'gang', 'violence', 'terrorism', 'currently', 'FBI', 'Wanted', 'Fugitives', 'list', 'program', 'website', 'announced', 'capture', 'March', 'people', 'captured', 'AMW', 'series', 'cases', 'connection', 'outside', 'United', 'States', 'taken', 'place', 'United', 'States', 'series', 'international', 'capture', 'Nova', 'Scotia', 'nature', 'allow', 'repeats', 'updates', 'convicted', 'criminals', 'preempted', 'maximum', 'times', 'year', 'fugitive', 'featured', 'captured', 'profile', 'aired', 'moving', 'Lifetime', 'aired', 'repeats', 'updates', 'fugitive', 'missing', 'person', 'captured', 'recovered']",News  America Wanted American television program produced Television longest running program kind history Fox Television Network announced series canceled years final episode airing June following September America Wanted host John Walsh announced program resume cable network Lifetime later year Presented Walsh purpose profile assist law enforcement apprehension fugitives wanted numerous crimes including murder rape kidnapping child molestation white collar crime organized crime armed robbery gang violence terrorism currently FBI Wanted Fugitives list program website announced capture March people captured AMW series cases connection outside United States taken place United States series international capture Nova Scotia nature allow repeats updates convicted criminals preempted maximum times year fugitive featured captured profile aired moving Lifetime aired repeats updates fugitive missing person captured recovered 8.0    ,,
Last Week Tonight with John Oliver,"A half-hour satirical look at the week in news, politics and current events.",60694,https://image.tmdb.org/t/p/w500/fTsRyRw91wosrLgWuWpU5Omyw5Y.jpg,7.9,596,False,[],[],['John Oliver'],[],2014,Talk Comedy News,"['half', 'hour', 'satirical', 'look', 'week', 'news', 'politics', 'current', 'events']",Talk Comedy News  half hour satirical look week news politics current events 7.9  John Oliver  ,,
48 Hours,"This newsmagazine series investigates intriguing crime and justice cases that touch on all aspects of the human experience. Over its long run, the show has helped exonerate wrongly convicted people, driven the reopening — and resolution — of cold cases, and changed numerous lives. CBS News correspondents offer an in-depth look into each story, with the emphasis on solving the mystery at its heart.",3719,https://image.tmdb.org/t/p/w500/2skcuLdDY0WpFBLDK8wSo6rpx7C.jpg,7.6,40,False,[],[],['Judy Tygard'],[],1988,Mystery News Crime,"['newsmagazine', 'series', 'investigates', 'intriguing', 'crime', 'justice', 'cases', 'touch', 'aspects', 'human', 'experience', 'long', 'run', 'helped', 'exonerate', 'wrongly', 'convicted', 'people', 'driven', 'reopening', 'resolution', 'cold', 'cases', 'changed', 'numerous', 'lives', 'CBS', 'News', 'correspondents', 'offer', 'depth', 'look', 'story', 'emphasis', 'solving', 'mystery', 'heart']",Mystery News Crime  newsmagazine series investigates intriguing crime justice cases touch aspects human experience long run helped exonerate wrongly convicted people driven reopening resolution cold cases changed numerous lives CBS News correspondents offer depth look story emphasis solving mystery heart 7.6  Judy Tygard  ,,
Frontline,"Since it began in 1983, Frontline has been airing public-affairs documentaries that explore a wide scope of the complex human experience. Frontline's goal is to extend the impact of the documentary beyond its initial broadcast by serving as a catalyst for change.",4384,https://image.tmdb.org/t/p/w500/rEsUftFdD7PjkWmCrzqWoUYHbXv.jpg,7.574,34,False,[],[],['David Fanning'],[],1983,Documentary News Talk,"['began', 'Frontline', 'airing', 'public', 'affairs', 'documentaries', 'explore', 'wide', 'scope', 'complex', 'human', 'experience', 'Frontline', 'goal', 'extend', 'impact', 'documentary', 'initial', 'broadcast', 'serving', 'catalyst', 'change']",Documentary News Talk  began Frontline airing public affairs documentaries explore wide scope complex human experience Frontline goal extend impact documentary initial broadcast serving catalyst change 7.574  David Fanning  ,,
Match of the Day,"BBC's football highlights and analysis.

""The longest-running football television programme in the world"" as recognised by Guinness World Records in 2015.",224,https://image.tmdb.org/t/p/w500/aA25JrHXj8ZPTJYj2iSIueyb34C.jpg,7.3,29,False,[],[],[],[],1964,Talk News,"['BBC', 'football', 'highlights', 'analysis', 'longest', 'running', 'football', 'television', 'programme', 'world', 'recognised', 'Guinness', 'World', 'Records']",Talk News  BBC football highlights analysis longest running football television programme world recognised Guinness World Records 7.3    ,,
GMTV,"GMTV is the name of the national Channel 3 breakfast television contractor/licensee, broadcasting in the United Kingdom from 1 January 1993 to 3 September 2010. It became a wholly owned subsidiary of ITV plc in November 2009. Shortly after, ITV plc announced the programme would end. The final edition of GMTV was broadcast on 3 September 2010.",27511,https://image.tmdb.org/t/p/w500/peQ3blnogd6YXfjqPJOwMx1yOVK.jpg,7.286,7,False,[],[],[],[],1993,News,"['GMTV', 'national', 'Channel', 'breakfast', 'television', 'contractor', 'licensee', 'broadcasting', 'United', 'Kingdom', 'January', 'September', 'wholly', 'owned', 'subsidiary', 'ITV', 'plc', 'November', 'Shortly', 'ITV', 'plc', 'announced', 'programme', 'end', 'final', 'edition', 'GMTV', 'broadcast', 'September']",News  GMTV national Channel breakfast television contractor licensee broadcasting United Kingdom January September wholly owned subsidiary ITV plc November Shortly ITV plc announced programme end final edition GMTV broadcast September 7.286    ,,
Eretz Nehederet,"An Israeli satire show featuring satirical references to current affairs of the past week through parodies of the people involved, as well as the thoughts of recurring characters. One of the most watched and influential shows on Israeli TV.",9179,https://image.tmdb.org/t/p/w500/lzc1arU7a6qFDpNisLuoJK4R3N6.jpg,7.2,6,False,[],[],"['Muli Segev', 'David Lifshitz', 'Asaf Shalmon']",[],2003,News Comedy,"['Israeli', 'satire', 'featuring', 'satirical', 'references', 'current', 'affairs', 'past', 'week', 'parodies', 'people', 'involved', 'thoughts', 'recurring', 'characters', 'watched', 'influential', 'shows', 'Israeli', 'TV']",News Comedy  Israeli satire featuring satirical references current affairs past week parodies people involved thoughts recurring characters watched influential shows Israeli TV 7.2  Muli Segev David Lifshitz Asaf Shalmon  ,,
Have I Got News for You,"Hilarious, totally-irreverent, near-slanderous political quiz show, based mainly on news stories from the last week or so, that leaves no party, personality or action unscathed in pursuit of laughs.",797,https://image.tmdb.org/t/p/w500/6lCoUAqA5CEwONQ4QewPxZFwpyJ.jpg,7.2,50,False,[],[],[],[],1990,Comedy News,"['Hilarious', 'totally', 'irreverent', 'near', 'slanderous', 'political', 'quiz', 'based', 'mainly', 'news', 'stories', 'week', 'leaves', 'party', 'personality', 'action', 'unscathed', 'pursuit', 'laughs']",Comedy News  Hilarious totally irreverent near slanderous political quiz based mainly news stories week leaves party personality action unscathed pursuit laughs 7.2    ,,
Infoman,Jean-René Dufort and sidekicks Chantal Lamarre and MC Gilles serve up delirious send-ups of the week's news events.,38003,https://image.tmdb.org/t/p/w500/lmqUOGUlYPzVSM88SIMUcVVgWSs.jpg,7.2,5,False,[],[],[],[],2000,News Reality Comedy,"['Jean', 'René', 'Dufort', 'sidekicks', 'Chantal', 'Lamarre', 'MC', 'Gilles', 'serve', 'delirious', 'send', 'ups', 'week', 'news', 'events']",News Reality Comedy  Jean René Dufort sidekicks Chantal Lamarre MC Gilles serve delirious send ups week news events 7.2    ,,
Conan,A late night television talk show hosted by  Conan O'Brien.,32415,https://image.tmdb.org/t/p/w500/oQxrvUhP3ycwnlxIrIMQ9Z3kleq.jpg,7.1,202,False,[],[],"[""Conan O'Brien""]",[],2010,Talk Comedy News,"['late', 'night', 'television', 'talk', 'hosted', 'Conan']",Talk Comedy News  late night television talk hosted Conan 7.1  Conan O'Brien  ,,
Amend: The Fight for America,"When the United States of America was founded, the ideals of freedom and equality did not apply to all people. These are the stories of the brave Americans who fought to right the nation’s wrongs and enshrine the values we hold most dear into the Constitution — with liberty and justice for all.",118043,https://image.tmdb.org/t/p/w500/a7i3jJe9rI7RSvlGoMB7aYI7XVt.jpg,7.1,160,False,[],[],"['Tom Yellin', 'Robe Imbriano']",[],2021,Documentary News War & Politics,"['United', 'States', 'America', 'founded', 'ideals', 'freedom', 'equality', 'apply', 'people', 'stories', 'brave', 'Americans', 'fought', 'right', 'nation', 'wrongs', 'enshrine', 'values', 'hold', 'dear', 'Constitution', 'liberty', 'justice']",Documentary News War & Politics  United States America founded ideals freedom equality apply people stories brave Americans fought right nation wrongs enshrine values hold dear Constitution liberty justice 7.1  Tom Yellin Robe Imbriano  ,,
Tagesschau,"German daily news program, the oldest still existing program on German television.",94722,https://image.tmdb.org/t/p/w500/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,7.094,171,False,[],[],[],[],1952,News,"['German', 'daily', 'news', 'program', 'oldest', 'existing', 'program', 'German', 'television']",News  German daily news program oldest existing program German television 7.094    ,,
heute-show,"Oliver Welke and his team report on political topics as well as international news giving them their own satirical, comedic twist.",46056,https://image.tmdb.org/t/p/w500/y7SD3fDHBdhEyeXorsXVM5RKU4K.jpg,7.071,14,False,[],[],[],[],2009,Comedy News,"['Oliver', 'Welke', 'team', 'report', 'political', 'topics', 'international', 'news', 'giving', 'satirical', 'comedic', 'twist']",Comedy News  Oliver Welke team report political topics international news giving satirical comedic twist 7.071    ,,
CBS News Sunday Morning,"The sparkling notes of a trumpet fanfare and the familiar logo of the sun alert viewers that it's time for CBS's Sunday morning staple. Journalist Jane Pauley helms the show, taking over hosting duties from Charles Osgood, who spent 22 years on the job. A morning talk show, this program airs at a different pace and focuses much of its attention on the performing arts. After a quick update of the day's news and national weather, correspondents offer longer-length segments on a variety of topics, from architecture to ballet to music to pop culture to politics.",4026,https://image.tmdb.org/t/p/w500/4AL2bjz8IROQi05frEaPHr9A7pr.jpg,7.0,10,False,[],[],"['Robert Nothshield', 'E.S. ""Bud"" Lamoreaux III']",[],1979,News,"['sparkling', 'notes', 'trumpet', 'fanfare', 'familiar', 'logo', 'sun', 'alert', 'viewers', 'time', 'CBS', 'Sunday', 'morning', 'staple', 'Journalist', 'Jane', 'Pauley', 'helms', 'taking', 'hosting', 'duties', 'Charles', 'Osgood', 'spent', 'years', 'job', 'morning', 'talk', 'program', 'airs', 'different', 'pace', 'focuses', 'attention', 'performing', 'arts', 'quick', 'update', 'day', 'news', 'national', 'weather', 'correspondents', 'offer', 'longer', 'length', 'segments', 'variety', 'topics', 'architecture', 'ballet', 'music', 'pop', 'culture', 'politics']","News  sparkling notes trumpet fanfare familiar logo sun alert viewers time CBS Sunday morning staple Journalist Jane Pauley helms taking hosting duties Charles Osgood spent years job morning talk program airs different pace focuses attention performing arts quick update day news national weather correspondents offer longer length segments variety topics architecture ballet music pop culture politics 7.0  Robert Nothshield E.S. ""Bud"" Lamoreaux III  ",,
VICE,A documentary news series with a taboo-breaking team who deliver incredible news stories from around the world.,48552,https://image.tmdb.org/t/p/w500/iyUbcAWYcCt6qoKNiqNQkrnUrwF.jpg,6.9,65,False,[],[],['Shane Smith'],[],2013,Documentary News War & Politics,"['documentary', 'news', 'series', 'taboo', 'breaking', 'team', 'deliver', 'incredible', 'news', 'stories', 'world']",Documentary News War & Politics  documentary news series taboo breaking team deliver incredible news stories world 6.9  Shane Smith  ,,
Saturday Night Live,"A late-night live television sketch comedy and variety show created by Lorne Michaels. The show's comedy sketches, which parody contemporary culture and politics, are performed by a large and varying cast of repertory and newer cast members. Each episode is hosted by a celebrity guest, who usually delivers an opening monologue and performs in sketches with the cast, and features performances by a musical guest.",1667,https://image.tmdb.org/t/p/w500/sHGuKFjIBisPk8cvtCZTDVktYfs.jpg,6.9,376,False,[],[],"['Lorne Michaels', 'Dick Ebersol']",[],1975,Comedy News,"['late', 'night', 'live', 'television', 'sketch', 'comedy', 'variety', 'created', 'Lorne', 'Michaels', 'comedy', 'sketches', 'parody', 'contemporary', 'culture', 'politics', 'performed', 'large', 'varying', 'cast', 'repertory', 'newer', 'cast', 'members', 'episode', 'hosted', 'celebrity', 'guest', 'usually', 'delivers', 'opening', 'monologue', 'performs', 'sketches', 'cast', 'features', 'performances', 'musical', 'guest']",Comedy News  late night live television sketch comedy variety created Lorne Michaels comedy sketches parody contemporary culture politics performed large varying cast repertory newer cast members episode hosted celebrity guest usually delivers opening monologue performs sketches cast features performances musical guest 6.9  Lorne Michaels Dick Ebersol  ,,
The Colbert Report,"The Colbert Report is an American satirical late night television program that airs Monday through Thursday on Comedy Central. It stars political humorist Stephen Colbert, a former correspondent for The Daily Show with Jon Stewart. The Colbert Report is a spin-off from and counterpart to The Daily Show that comments on politics and the media in a similar way. It satirizes conservative personality-driven political pundit programs, particularly Fox News' The O'Reilly Factor. The show focuses on a fictional anchorman character named Stephen Colbert, played by his real-life namesake. The character, described by Colbert as a ""well-intentioned, poorly informed, high-status idiot"", is a caricature of televised political pundits.

The Colbert Report has been nominated for seven Primetime Emmy Awards each in 2006, 2007, 2008, 2009, 2010, 2011, and 2012, two Television Critics Association Awards Awards, and two Satellite Awards. In 2013, it won two Emmys. It has been presented as non-satirical journalism in several instances, including by the Tom DeLay Legal Defense Trust and by Robert Wexler following his interview on the program. The Report received considerable media coverage following its debut on October 17, 2005, for Colbert's coining of the term ""truthiness"", which dictionary publisher Merriam-Webster named its 2006 Word of the Year.",4385,https://image.tmdb.org/t/p/w500/pn2CVXjOlR8kY5MgOTJjZ71IM0Q.jpg,6.876,241,False,[],[],"['Jon Stewart', 'Stephen Colbert', 'Ben Karlin']",[],2005,News Comedy,"['Colbert', 'Report', 'American', 'satirical', 'late', 'night', 'television', 'program', 'airs', 'Monday', 'Thursday', 'Comedy', 'Central', 'stars', 'political', 'humorist', 'Stephen', 'Colbert', 'correspondent', 'Daily', 'Jon', 'Stewart', 'Colbert', 'Report', 'spin', 'counterpart', 'Daily', 'comments', 'politics', 'media', 'similar', 'way', 'satirizes', 'conservative', 'personality', 'driven', 'political', 'pundit', 'programs', 'particularly', 'Fox', 'News', 'Factor', 'focuses', 'fictional', 'anchorman', 'character', 'named', 'Stephen', 'Colbert', 'played', 'real', 'life', 'namesake', 'character', 'described', 'Colbert', 'intentioned', 'poorly', 'informed', 'high', 'status', 'idiot', 'caricature', 'televised', 'political', 'pundits', 'Colbert', 'Report', 'nominated', 'seven', 'Primetime', 'Emmy', 'Awards', 'Television', 'Critics', 'Association', 'Awards', 'Awards', 'Satellite', 'Awards', 'won', 'Emmys', 'presented', 'non', 'satirical', 'journalism', 'instances', 'including', 'Tom', 'DeLay', 'Legal', 'Defense', 'Trust', 'Robert', 'Wexler', 'following', 'interview', 'program', 'Report', 'received', 'considerable', 'media', 'coverage', 'following', 'debut', 'October', 'Colbert', 'coining', 'term', 'truthiness', 'dictionary', 'publisher', 'Merriam', 'Webster', 'named', 'Word', 'Year']",News Comedy  Colbert Report American satirical late night television program airs Monday Thursday Comedy Central stars political humorist Stephen Colbert correspondent Daily Jon Stewart Colbert Report spin counterpart Daily comments politics media similar way satirizes conservative personality driven political pundit programs particularly Fox News Factor focuses fictional anchorman character named Stephen Colbert played real life namesake character described Colbert intentioned poorly informed high status idiot caricature televised political pundits Colbert Report nominated seven Primetime Emmy Awards Television Critics Association Awards Awards Satellite Awards won Emmys presented non satirical journalism instances including Tom DeLay Legal Defense Trust Robert Wexler following interview program Report received considerable media coverage following debut October Colbert coining term truthiness dictionary publisher Merriam Webster named Word Year 6.876  Jon Stewart Stephen Colbert Ben Karlin  ,,
60 Minutes,America's popular television News magazine in which an ever changing team of CBS News correspondents contribute segments ranging from hard news coverage to politics to lifestyle and pop culture.,651,https://image.tmdb.org/t/p/w500/bpfKrFG9N97gIfnBK4gtAC2yop7.jpg,6.868,57,False,[],[],['Don Hewitt'],[],1968,News,"['America', 'popular', 'television', 'News', 'magazine', 'changing', 'team', 'CBS', 'News', 'correspondents', 'contribute', 'segments', 'ranging', 'hard', 'news', 'coverage', 'politics', 'lifestyle', 'pop', 'culture']",News  America popular television News magazine changing team CBS News correspondents contribute segments ranging hard news coverage politics lifestyle pop culture 6.868  Don Hewitt  ,,
Uppdrag granskning,Swedish investigative journalism series known for the use of concealed cameras and microphones.,5848,https://image.tmdb.org/t/p/w500/neUG4vI2JTiiP28nB7HR9t2kHRe.jpg,6.8,5,False,[],[],[],[],2001,Documentary News,"['Swedish', 'investigative', 'journalism', 'series', 'known', 'use', 'concealed', 'cameras', 'microphones']",Documentary News  Swedish investigative journalism series known use concealed cameras microphones 6.8    ,,
Panorama,"Current affairs programme, featuring interviews and investigative reports on a wide variety of subjects.",5675,https://image.tmdb.org/t/p/w500/iIJ7magQx7z1rtkr3HotrBD2JK7.jpg,6.8,8,False,[],[],[],[],1953,Documentary News,"['Current', 'affairs', 'programme', 'featuring', 'interviews', 'investigative', 'reports', 'wide', 'variety', 'subjects']",Documentary News  Current affairs programme featuring interviews investigative reports wide variety subjects 6.8    ,,
Scoop,"Scoop is a comprehensive information programme of Television Broadcasts Limited.

The content of the program is mainly based on entertainment news and personal follow-up of the artists, and will also be interspersed with the latest trends of TVB dramas and artists. Some entertainment news content clips will be rebroadcast on the next day's ""Entertainment Live"".

This program will be broadcast on Jade Channel from 19:30-20:00 (Hong Kong time) from June 6, 2005, and will be broadcast every day from March 3, 2019, and will be broadcast on myTV (later myTV SUPER) to provide ""Program Review"".",203599,https://image.tmdb.org/t/p/w500/qo6y0XvSBlKM3XCbYVdcR3a6qyQ.jpg,6.714,14,False,[],[],['Cheung Ka-Ling'],[],2005,News Reality Documentary,"['Scoop', 'comprehensive', 'information', 'programme', 'Television', 'Broadcasts', 'Limited', 'content', 'program', 'mainly', 'based', 'entertainment', 'news', 'personal', 'follow', 'artists', 'interspersed', 'latest', 'trends', 'TVB', 'dramas', 'artists', 'entertainment', 'news', 'content', 'clips', 'rebroadcast', 'day', 'Entertainment', 'Live', 'program', 'broadcast', 'Jade', 'Channel', 'Hong', 'Kong', 'time', 'June', 'broadcast', 'day', 'March', 'broadcast', 'myTV', 'later', 'myTV', 'SUPER', 'provide', 'Program', 'Review']",News Reality Documentary  Scoop comprehensive information programme Television Broadcasts Limited content program mainly based entertainment news personal follow artists interspersed latest trends TVB dramas artists entertainment news content clips rebroadcast day Entertainment Live program broadcast Jade Channel Hong Kong time June broadcast day March broadcast myTV later myTV SUPER provide Program Review 6.714  Cheung Ka-Ling  ,,
Vetenskapens värld,Vetenskapens värld is a popular science TV documentary program broadcast on Swedish Television (SVT).,5859,https://image.tmdb.org/t/p/w500/oiedjExoTFB9kXvV5oQPGi57oZt.jpg,6.7,10,False,[],[],[],[],1971,Documentary News,"['Vetenskapens', 'värld', 'popular', 'science', 'TV', 'documentary', 'program', 'broadcast', 'Swedish', 'Television', 'SVT']",Documentary News  Vetenskapens värld popular science TV documentary program broadcast Swedish Television SVT 6.7    ,,
This Hour Has 22 Minutes,"This Hour Has 22 Minutes is a weekly Canadian television comedy that airs on CBC Television. Launched in 1993 during Canada's 35th general election, the show focuses on Canadian politics, combining news parody, sketch comedy and satirical editorials. Originally featuring Cathy Jones, Rick Mercer, Greg Thomey and Mary Walsh, the series featured satirical sketches of the weekly news and Canadian political events. The show's format is a mock news program, intercut with comic sketches, parody commercials and humorous interviews of public figures. The on-location segments are frequently filmed with slanted camera angles.

Its full name is a parody of This Hour Has Seven Days, a CBC newsmagazine from the 1960s; the ""22 Minutes"" refers to the fact that a half-hour television program in Canada and the U.S. is typically 22 minutes long with eight minutes of commercials.

Jones and Walsh had previously worked together on the sketch comedy series CODCO, on which Thomey sometimes appeared as a guest. Mercer had been a notable young writer and performer on his own, touring several successful one-man shows of comedic political commentary.",70,https://image.tmdb.org/t/p/w500/7sP1tv9e2wZzdOATVZxtZN3DUbi.jpg,6.6,46,False,[],[],"['Mary Walsh', 'Rick Mercer']",[],2009,News Comedy,"['Hour', 'Minutes', 'weekly', 'Canadian', 'television', 'comedy', 'airs', 'CBC', 'Television', 'Launched', 'Canada', 'general', 'election', 'focuses', 'Canadian', 'politics', 'combining', 'news', 'parody', 'sketch', 'comedy', 'satirical', 'editorials', 'Originally', 'featuring', 'Cathy', 'Jones', 'Rick', 'Mercer', 'Greg', 'Thomey', 'Mary', 'Walsh', 'series', 'featured', 'satirical', 'sketches', 'weekly', 'news', 'Canadian', 'political', 'events', 'format', 'mock', 'news', 'program', 'intercut', 'comic', 'sketches', 'parody', 'commercials', 'humorous', 'interviews', 'public', 'figures', 'location', 'segments', 'frequently', 'filmed', 'slanted', 'camera', 'angles', 'parody', 'Hour', 'Seven', 'Days', 'CBC', 'newsmagazine', 'Minutes', 'refers', 'fact', 'half', 'hour', 'television', 'program', 'Canada', 'typically', 'minutes', 'long', 'minutes', 'commercials', 'Jones', 'Walsh', 'previously', 'worked', 'sketch', 'comedy', 'series', 'CODCO', 'Thomey', 'appeared', 'guest', 'Mercer', 'notable', 'young', 'writer', 'performer', 'touring', 'successful', 'man', 'shows', 'comedic', 'political', 'commentary']",News Comedy  Hour Minutes weekly Canadian television comedy airs CBC Television Launched Canada general election focuses Canadian politics combining news parody sketch comedy satirical editorials Originally featuring Cathy Jones Rick Mercer Greg Thomey Mary Walsh series featured satirical sketches weekly news Canadian political events format mock news program intercut comic sketches parody commercials humorous interviews public figures location segments frequently filmed slanted camera angles parody Hour Seven Days CBC newsmagazine Minutes refers fact half hour television program Canada typically minutes long minutes commercials Jones Walsh previously worked sketch comedy series CODCO Thomey appeared guest Mercer notable young writer performer touring successful man shows comedic political commentary 6.6  Mary Walsh Rick Mercer  ,,
VICE News Tonight,VICE News' half-hour nightly newscast. We now interrupt your regularly scheduled worldview.,67584,https://image.tmdb.org/t/p/w500/ll2mHKFz0EYcnpQf3Hs9q5rgbgS.jpg,6.574,28,False,[],[],[],[],2016,News,"['VICE', 'News', 'half', 'hour', 'nightly', 'newscast', 'interrupt', 'regularly', 'scheduled', 'worldview']",News  VICE News half hour nightly newscast interrupt regularly scheduled worldview 6.574    ,,
Dateline,"Dateline NBC, or simply Dateline, is a weekly American television newsmagazine series. It was previously the network's flagship newsmagazine, but now focuses mainly on true crime stories with only occasional editions that focus on other topics.",78,https://image.tmdb.org/t/p/w500/fjymobW70x2QrCrKaq5ZjVFSrsR.jpg,6.564,39,False,[],[],[],[],1992,News,"['Dateline', 'NBC', 'simply', 'Dateline', 'weekly', 'American', 'television', 'newsmagazine', 'series', 'previously', 'network', 'flagship', 'newsmagazine', 'focuses', 'mainly', 'true', 'crime', 'stories', 'occasional', 'editions', 'focus', 'topics']",News  Dateline NBC simply Dateline weekly American television newsmagazine series previously network flagship newsmagazine focuses mainly true crime stories occasional editions focus topics 6.564    ,,
